year,country,item,unit,value,source_file,sheet
1835,Barbados,Sugar,1000 MT,18,Exports_1.xlsx,page_2560_table_1
1836,Barbados,Sugar,1000 MT,19,Exports_1.xlsx,page_2560_table_1
1837,Barbados,Sugar,1000 MT,23,Exports_1.xlsx,page_2560_table_1
1838,Barbados,Sugar,1000 MT,23,Exports_1.xlsx,page_2560_table_1
1839,Barbados,Sugar,1000 MT,20,Exports_1.xlsx,page_2560_table_1
1840,Barbados,Sugar,1000 MT,10,Exports_1.xlsx,page_2560_table_1
1841,Barbados,Sugar,1000 MT,13,Exports_1.xlsx,page_2560_table_1
1842,Barbados,Sugar,1000 MT,14,Exports_1.xlsx,page_2560_table_1
1843,Barbados,Sugar,1000 MT,18,Exports_1.xlsx,page_2560_table_1
1844,Barbados,Sugar,1000 MT,16,Exports_1.xlsx,page_2560_table_1
1845,Barbados,Sugar,1000 MT,19,Exports_1.xlsx,page_2560_table_1
1846,Barbados,Sugar,1000 MT,15,Exports_1.xlsx,page_2560_table_1
1847,Barbados,Sugar,1000 MT,25,Exports_1.xlsx,page_2560_table_1
1848,Barbados,Sugar,1000 MT,20,Exports_1.xlsx,page_2560_table_1
1849,Barbados,Sugar,1000 MT,25,Exports_1.xlsx,page_2560_table_1
1850,Barbados,Sugar,1000 MT,32,Exports_1.xlsx,page_2560_table_1
1851,Barbados,Sugar,1000 MT,35,Exports_1.xlsx,page_2560_table_1
1852,Barbados,Sugar,1000 MT,44,Exports_1.xlsx,page_2560_table_1
1853,Barbados,Sugar,1000 MT,33,Exports_1.xlsx,page_2560_table_1
1854,Barbados,Sugar,1000 MT,40,Exports_1.xlsx,page_2560_table_1
1855,Barbados,Sugar,1000 MT,36,Exports_1.xlsx,page_2560_table_1
1856,Barbados,Sugar,1000 MT,39,Exports_1.xlsx,page_2560_table_1
1857,Barbados,Sugar,1000 MT,34,Exports_1.xlsx,page_2560_table_1
1858,Barbados,Sugar,1000 MT,47,Exports_1.xlsx,page_2560_table_1
1859,Barbados,Sugar,1000 MT,39,Exports_1.xlsx,page_2560_table_1
1860,Barbados,Sugar,1000 MT,42,Exports_1.xlsx,page_2560_table_1
1861,Barbados,Sugar,1000 MT,48,Exports_1.xlsx,page_2560_table_1
1862,Barbados,Sugar,1000 MT,43,Exports_1.xlsx,page_2560_table_1
1863,Barbados,Sugar,1000 MT,41,Exports_1.xlsx,page_2560_table_1
1864,Barbados,Sugar,1000 MT,36,Exports_1.xlsx,page_2560_table_1
1865,Barbados,Sugar,1000 MT,45,Exports_1.xlsx,page_2560_table_1
1866,Barbados,Sugar,1000 MT,54,Exports_1.xlsx,page_2560_table_1
1867,Barbados,Sugar,1000 MT,52,Exports_1.xlsx,page_2560_table_1
1868,Barbados,Sugar,1000 MT,55,Exports_1.xlsx,page_2560_table_1
1869,Barbados,Sugar,1000 MT,31,Exports_1.xlsx,page_2560_table_1
1870,Barbados,Sugar,1000 MT,38,Exports_1.xlsx,page_2560_table_1
1871,Barbados,Sugar,1000 MT,52,Exports_1.xlsx,page_2560_table_1
1872,Barbados,Sugar,1000 MT,38,Exports_1.xlsx,page_2560_table_1
1873,Barbados,Sugar,1000 MT,36,Exports_1.xlsx,page_2560_table_1
1874,Barbados,Sugar,1000 MT,46,Exports_1.xlsx,page_2560_table_1
1875,Barbados,Sugar,1000 MT,63,Exports_1.xlsx,page_2560_table_1
1876,Barbados,Sugar,1000 MT,37,Exports_1.xlsx,page_2560_table_1
1877,Barbados,Sugar,1000 MT,46,Exports_1.xlsx,page_2560_table_1
1878,Barbados,Sugar,1000 MT,42,Exports_1.xlsx,page_2560_table_1
1879,Barbados,Sugar,1000 MT,55,Exports_1.xlsx,page_2560_table_1
1880,Barbados,Sugar,1000 MT,52,Exports_1.xlsx,page_2560_table_1
1817,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1818,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1819,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1820,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1821,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1822,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1823,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1824,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1825,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1826,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1827,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1828,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1829,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1830,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1831,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1832,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1833,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1834,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1835,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1836,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1837,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1838,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1839,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1840,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1841,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1842,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1843,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1844,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1845,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1846,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1847,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1848,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1849,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1850,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1851,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1852,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1853,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1854,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1855,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1856,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1857,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1858,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1859,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1860,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1861,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1862,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1863,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1864,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1865,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1866,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1867,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1868,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1869,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1870,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1871,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1872,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1873,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1874,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1875,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1876,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1877,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1878,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1879,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1880,Cuba,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1817,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1818,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1819,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1820,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1821,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1822,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1823,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1824,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1825,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1826,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1827,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1828,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1829,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1830,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1831,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1832,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1833,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1834,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1835,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1836,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1837,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1838,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1839,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1840,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1841,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1842,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1843,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1844,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1845,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1846,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1847,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1848,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1849,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1850,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1851,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1852,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1853,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1854,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1855,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1856,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1857,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1858,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1859,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1860,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1861,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1862,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1863,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1864,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1865,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1866,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1867,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1868,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1869,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1870,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1871,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1872,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1873,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1874,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1875,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1876,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1877,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1878,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1879,Dominican Republic,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1880,Dominican Republic,Sugar,1000 MT,4.5,Exports_1.xlsx,page_2560_table_1
1817,Guadeloupe,Sugar,1000 MT,18,Exports_1.xlsx,page_2560_table_1
1818,Guadeloupe,Sugar,1000 MT,21,Exports_1.xlsx,page_2560_table_1
1819,Guadeloupe,Sugar,1000 MT,19,Exports_1.xlsx,page_2560_table_1
1820,Guadeloupe,Sugar,1000 MT,22,Exports_1.xlsx,page_2560_table_1
1821,Guadeloupe,Sugar,1000 MT,23,Exports_1.xlsx,page_2560_table_1
1822,Guadeloupe,Sugar,1000 MT,23,Exports_1.xlsx,page_2560_table_1
1823,Guadeloupe,Sugar,1000 MT,24,Exports_1.xlsx,page_2560_table_1
1824,Guadeloupe,Sugar,1000 MT,31,Exports_1.xlsx,page_2560_table_1
1825,Guadeloupe,Sugar,1000 MT,24,Exports_1.xlsx,page_2560_table_1
1826,Guadeloupe,Sugar,1000 MT,34,Exports_1.xlsx,page_2560_table_1
1827,Guadeloupe,Sugar,1000 MT,28,Exports_1.xlsx,page_2560_table_1
1828,Guadeloupe,Sugar,1000 MT,36,Exports_1.xlsx,page_2560_table_1
1829,Guadeloupe,Sugar,1000 MT,39,Exports_1.xlsx,page_2560_table_1
1830,Guadeloupe,Sugar,1000 MT,23,Exports_1.xlsx,page_2560_table_1
1831,Guadeloupe,Sugar,1000 MT,35,Exports_1.xlsx,page_2560_table_1
1832,Guadeloupe,Sugar,1000 MT,33,Exports_1.xlsx,page_2560_table_1
1833,Guadeloupe,Sugar,1000 MT,31,Exports_1.xlsx,page_2560_table_1
1834,Guadeloupe,Sugar,1000 MT,38,Exports_1.xlsx,page_2560_table_1
1835,Guadeloupe,Sugar,1000 MT,32,Exports_1.xlsx,page_2560_table_1
1836,Guadeloupe,Sugar,1000 MT,35,Exports_1.xlsx,page_2560_table_1
1837,Guadeloupe,Sugar,1000 MT,25,Exports_1.xlsx,page_2560_table_1
1838,Guadeloupe,Sugar,1000 MT,35,Exports_1.xlsx,page_2560_table_1
1839,Guadeloupe,Sugar,1000 MT,37,Exports_1.xlsx,page_2560_table_1
1840,Guadeloupe,Sugar,1000 MT,30,Exports_1.xlsx,page_2560_table_1
1841,Guadeloupe,Sugar,1000 MT,29,Exports_1.xlsx,page_2560_table_1
1842,Guadeloupe,Sugar,1000 MT,35,Exports_1.xlsx,page_2560_table_1
1843,Guadeloupe,Sugar,1000 MT,27,Exports_1.xlsx,page_2560_table_1
1844,Guadeloupe,Sugar,1000 MT,35,Exports_1.xlsx,page_2560_table_1
1845,Guadeloupe,Sugar,1000 MT,34,Exports_1.xlsx,page_2560_table_1
1846,Guadeloupe,Sugar,1000 MT,26,Exports_1.xlsx,page_2560_table_1
1847,Guadeloupe,Sugar,1000 MT,38,Exports_1.xlsx,page_2560_table_1
1848,Guadeloupe,Sugar,1000 MT,20,Exports_1.xlsx,page_2560_table_1
1849,Guadeloupe,Sugar,1000 MT,18,Exports_1.xlsx,page_2560_table_1
1850,Guadeloupe,Sugar,1000 MT,13,Exports_1.xlsx,page_2560_table_1
1851,Guadeloupe,Sugar,1000 MT,20,Exports_1.xlsx,page_2560_table_1
1852,Guadeloupe,Sugar,1000 MT,17,Exports_1.xlsx,page_2560_table_1
1853,Guadeloupe,Sugar,1000 MT,17,Exports_1.xlsx,page_2560_table_1
1854,Guadeloupe,Sugar,1000 MT,24,Exports_1.xlsx,page_2560_table_1
1855,Guadeloupe,Sugar,1000 MT,22,Exports_1.xlsx,page_2560_table_1
1856,Guadeloupe,Sugar,1000 MT,23,Exports_1.xlsx,page_2560_table_1
1857,Guadeloupe,Sugar,1000 MT,22,Exports_1.xlsx,page_2560_table_1
1858,Guadeloupe,Sugar,1000 MT,28,Exports_1.xlsx,page_2560_table_1
1859,Guadeloupe,Sugar,1000 MT,29,Exports_1.xlsx,page_2560_table_1
1860,Guadeloupe,Sugar,1000 MT,29,Exports_1.xlsx,page_2560_table_1
1861,Guadeloupe,Sugar,1000 MT,17,Exports_1.xlsx,page_2560_table_1
1862,Guadeloupe,Sugar,1000 MT,31,Exports_1.xlsx,page_2560_table_1
1863,Guadeloupe,Sugar,1000 MT,30,Exports_1.xlsx,page_2560_table_1
1864,Guadeloupe,Sugar,1000 MT,16,Exports_1.xlsx,page_2560_table_1
1865,Guadeloupe,Sugar,1000 MT,24,Exports_1.xlsx,page_2560_table_1
1866,Guadeloupe,Sugar,1000 MT,34,Exports_1.xlsx,page_2560_table_1
1867,Guadeloupe,Sugar,1000 MT,23,Exports_1.xlsx,page_2560_table_1
1868,Guadeloupe,Sugar,1000 MT,31,Exports_1.xlsx,page_2560_table_1
1869,Guadeloupe,Sugar,1000 MT,29,Exports_1.xlsx,page_2560_table_1
1870,Guadeloupe,Sugar,1000 MT,34,Exports_1.xlsx,page_2560_table_1
1871,Guadeloupe,Sugar,1000 MT,38,Exports_1.xlsx,page_2560_table_1
1872,Guadeloupe,Sugar,1000 MT,32,Exports_1.xlsx,page_2560_table_1
1873,Guadeloupe,Sugar,1000 MT,36,Exports_1.xlsx,page_2560_table_1
1874,Guadeloupe,Sugar,1000 MT,35,Exports_1.xlsx,page_2560_table_1
1875,Guadeloupe,Sugar,1000 MT,48,Exports_1.xlsx,page_2560_table_1
1876,Guadeloupe,Sugar,1000 MT,35,Exports_1.xlsx,page_2560_table_1
1877,Guadeloupe,Sugar,1000 MT,43,Exports_1.xlsx,page_2560_table_1
1878,Guadeloupe,Sugar,1000 MT,48,Exports_1.xlsx,page_2560_table_1
1879,Guadeloupe,Sugar,1000 MT,48,Exports_1.xlsx,page_2560_table_1
1880,Guadeloupe,Sugar,1000 MT,41,Exports_1.xlsx,page_2560_table_1
1817,Jamaica,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1818,Jamaica,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1819,Jamaica,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1820,Jamaica,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1821,Jamaica,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1822,Jamaica,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1823,Jamaica,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1824,Jamaica,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1825,Jamaica,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1826,Jamaica,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1827,Jamaica,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1828,Jamaica,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1829,Jamaica,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1830,Jamaica,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1831,Jamaica,Sugar,1000 MT,73,Exports_1.xlsx,page_2560_table_1
1832,Jamaica,Sugar,1000 MT,73,Exports_1.xlsx,page_2560_table_1
1833,Jamaica,Sugar,1000 MT,62,Exports_1.xlsx,page_2560_table_1
1834,Jamaica,Sugar,1000 MT,71,Exports_1.xlsx,page_2560_table_1
1835,Jamaica,Sugar,1000 MT,69,Exports_1.xlsx,page_2560_table_1
1836,Jamaica,Sugar,1000 MT,61,Exports_1.xlsx,page_2560_table_1
1837,Jamaica,Sugar,1000 MT,55,Exports_1.xlsx,page_2560_table_1
1838,Jamaica,Sugar,1000 MT,64,Exports_1.xlsx,page_2560_table_1
1839,Jamaica,Sugar,1000 MT,43,Exports_1.xlsx,page_2560_table_1
1840,Jamaica,Sugar,1000 MT,29,Exports_1.xlsx,page_2560_table_1
1841,Jamaica,Sugar,1000 MT,30,Exports_1.xlsx,page_2560_table_1
1842,Jamaica,Sugar,1000 MT,45,Exports_1.xlsx,page_2560_table_1
1843,Jamaica,Sugar,1000 MT,35,Exports_1.xlsx,page_2560_table_1
1844,Jamaica,Sugar,1000 MT,31,Exports_1.xlsx,page_2560_table_1
1845,Jamaica,Sugar,1000 MT,42,Exports_1.xlsx,page_2560_table_1
1846,Jamaica,Sugar,1000 MT,31,Exports_1.xlsx,page_2560_table_1
1847,Jamaica,Sugar,1000 MT,45,Exports_1.xlsx,page_2560_table_1
1848,Jamaica,Sugar,1000 MT,34,Exports_1.xlsx,page_2560_table_1
1849,Jamaica,Sugar,1000 MT,35,Exports_1.xlsx,page_2560_table_1
1850,Jamaica,Sugar,1000 MT,30,Exports_1.xlsx,page_2560_table_1
1851,Jamaica,Sugar,1000 MT,25,Exports_1.xlsx,page_2560_table_1
1852,Jamaica,Sugar,1000 MT,27,Exports_1.xlsx,page_2560_table_1
1853,Jamaica,Sugar,1000 MT,21,Exports_1.xlsx,page_2560_table_1
1854,Jamaica,Sugar,1000 MT,28,Exports_1.xlsx,page_2560_table_1
1855,Jamaica,Sugar,1000 MT,26,Exports_1.xlsx,page_2560_table_1
1856,Jamaica,Sugar,1000 MT,23,Exports_1.xlsx,page_2560_table_1
1857,Jamaica,Sugar,1000 MT,28,Exports_1.xlsx,page_2560_table_1
1858,Jamaica,Sugar,1000 MT,32,Exports_1.xlsx,page_2560_table_1
1859,Jamaica,Sugar,1000 MT,28,Exports_1.xlsx,page_2560_table_1
1860,Jamaica,Sugar,1000 MT,30,Exports_1.xlsx,page_2560_table_1
1861,Jamaica,Sugar,1000 MT,33,Exports_1.xlsx,page_2560_table_1
1862,Jamaica,Sugar,1000 MT,31,Exports_1.xlsx,page_2560_table_1
1863,Jamaica,Sugar,1000 MT,28,Exports_1.xlsx,page_2560_table_1
1864,Jamaica,Sugar,1000 MT,27,Exports_1.xlsx,page_2560_table_1
1865,Jamaica,Sugar,1000 MT,25,Exports_1.xlsx,page_2560_table_1
1866,Jamaica,Sugar,1000 MT,31,Exports_1.xlsx,page_2560_table_1
1867,Jamaica,Sugar,1000 MT,26,Exports_1.xlsx,page_2560_table_1
1868,Jamaica,Sugar,1000 MT,32,Exports_1.xlsx,page_2560_table_1
1869,Jamaica,Sugar,1000 MT,25,Exports_1.xlsx,page_2560_table_1
1870,Jamaica,Sugar,1000 MT,30,Exports_1.xlsx,page_2560_table_1
1871,Jamaica,Sugar,1000 MT,36,Exports_1.xlsx,page_2560_table_1
1872,Jamaica,Sugar,1000 MT,34,Exports_1.xlsx,page_2560_table_1
1873,Jamaica,Sugar,1000 MT,27,Exports_1.xlsx,page_2560_table_1
1874,Jamaica,Sugar,1000 MT,27,Exports_1.xlsx,page_2560_table_1
1875,Jamaica,Sugar,1000 MT,27,Exports_1.xlsx,page_2560_table_1
1876,Jamaica,Sugar,1000 MT,28,Exports_1.xlsx,page_2560_table_1
1877,Jamaica,Sugar,1000 MT,29,Exports_1.xlsx,page_2560_table_1
1878,Jamaica,Sugar,1000 MT,25,Exports_1.xlsx,page_2560_table_1
1879,Jamaica,Sugar,1000 MT,28,Exports_1.xlsx,page_2560_table_1
1880,Jamaica,Sugar,1000 MT,31,Exports_1.xlsx,page_2560_table_1
1817,Martinique,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1818,Martinique,Sugar,1000 MT,NA,Exports_1.xlsx,page_2560_table_1
1819,Martinique,Sugar,1000 MT,16,Exports_1.xlsx,page_2560_table_1
1820,Martinique,Sugar,1000 MT,21,Exports_1.xlsx,page_2560_table_1
1821,Martinique,Sugar,1000 MT,22,Exports_1.xlsx,page_2560_table_1
1822,Martinique,Sugar,1000 MT,20,Exports_1.xlsx,page_2560_table_1
1823,Martinique,Sugar,1000 MT,21,Exports_1.xlsx,page_2560_table_1
1824,Martinique,Sugar,1000 MT,20,Exports_1.xlsx,page_2560_table_1
1825,Martinique,Sugar,1000 MT,26,Exports_1.xlsx,page_2560_table_1
1826,Martinique,Sugar,1000 MT,28,Exports_1.xlsx,page_2560_table_1
1827,Martinique,Sugar,1000 MT,25,Exports_1.xlsx,page_2560_table_1
1828,Martinique,Sugar,1000 MT,33,Exports_1.xlsx,page_2560_table_1
1829,Martinique,Sugar,1000 MT,29,Exports_1.xlsx,page_2560_table_1
1830,Martinique,Sugar,1000 MT,28,Exports_1.xlsx,page_2560_table_1
1831,Martinique,Sugar,1000 MT,28,Exports_1.xlsx,page_2560_table_1
1832,Martinique,Sugar,1000 MT,22,Exports_1.xlsx,page_2560_table_1
1833,Martinique,Sugar,1000 MT,20,Exports_1.xlsx,page_2560_table_1
1834,Martinique,Sugar,1000 MT,26,Exports_1.xlsx,page_2560_table_1
1835,Martinique,Sugar,1000 MT,24,Exports_1.xlsx,page_2560_table_1
1836,Martinique,Sugar,1000 MT,22,Exports_1.xlsx,page_2560_table_1
1837,Martinique,Sugar,1000 MT,20,Exports_1.xlsx,page_2560_table_1
1838,Martinique,Sugar,1000 MT,26,Exports_1.xlsx,page_2560_table_1
1839,Martinique,Sugar,1000 MT,29,Exports_1.xlsx,page_2560_table_1
1840,Martinique,Sugar,1000 MT,22,Exports_1.xlsx,page_2560_table_1
