Year,area,area_code,item,item_code,Element,Value
1996,Saint Kitts and Nevis,188,Coconut Oil,2578,Seed,0
1975,Pakistan,165,Sunflowerseed Cake,2592,Other_uses,0
1962,Mexico,138,DDGS Barley,2102,Export,0
1965,Japan,110,Tea (including mate),2635,Import,3766
2004,United Arab Emirates,225,"Oilcrops, Other",2570,Seed,0
1988,Afghanistan,2,Nuts and products,2551,Production,19300
1975,Tunisia,222,Soyabean Oil,2571,Stock_variation,14000
1978,South Korea,117,"Marine Fish, Other",2764,Stock_variation,0
1980,Uruguay,234,Freshwater Fish,2761,Other_uses,0
1982,Ecuador,58,"Citrus, Other",2614,Seed,0
1992,Haiti,93,Apples and products,2617,Domestic_supply,5
1972,Turkey,223,"Alcohol, Non-Food",2659,Stock_variation,0
2018,Ethiopia,238,"Cereals, Other",2520,Feed,92195.3488372093
1971,Turkey,223,Silk,2747,Production,1722
2018,Sao Tome and Principe,193,Silk,2747,Production,0
2009,RoW,999,Olives (including preserved),2563,Other_uses,0
2003,Dominica,55,Cocoa Beans and products,2633,Feed,0
2020,Montenegro,273,"Oilseed Cakes, Other",2598,Production,0
1967,Australia,10,Brans,2111,Domestic_supply,9900.66
1997,Italy,106,Soyabean Oil,2571,Seed,0
2000,Moldova,146,Olive Oil,2580,Stock_variation,0
1994,Trinidad and Tobago,220,"Fats, Animals, Raw",2737,Food,4756.5
2001,North Korea,116,Beer,2656,Processing,0
1965,Japan,110,"Spices, Other",2645,Stock_variation,13000
2020,Ukraine,230,Cocoa Beans and products,2633,Food,38000
1969,Spain,203,Cottonseed,2559,Domestic_supply,108245.5
1964,Madagascar,129,"Fruits, Other",2625,Other_uses,10149.9154798804
2013,Venezuela,236,Coffee and products,2630,Domestic_supply,89000
2003,Mali,133,"Molluscs, Other",2767,Stock_variation,0
1963,Paraguay,169,"Oranges, Mandarines",2611,Food,182007
2003,Philippines,171,Rape and Mustard Oil,2574,Stock_variation,0
2016,"China, mainland",41,"Fats, Animals, Raw",2737,Other_uses,1399352.19512195
2015,Poland,173,Sweet potatoes,2533,Stock_variation,0
2009,Turkmenistan,213,"Beverages, Alcoholic",2658,Production,0
1994,Slovenia,198,Wheat and products,2511,Stock_variation,29671.5
2010,Bolivia,19,Bananas,2615,Export,79149
2009,Papua New Guinea,168,"Beverages, Alcoholic",2658,Import,0
1993,Angola,7,"Fats, Animals, Raw",2737,Stock_variation,-1298.38
1999,United Arab Emirates,225,Onions,2602,Other_uses,67827.6891539019
2004,Sierra Leone,197,Groundnut Cake,2591,Export,0
2020,"China, Macao SAR",128,Rape and Mustard Oil,2574,Domestic_supply,3000
2000,Paraguay,169,Hides and skins,2748,Processing,0
2002,Lao,120,"Oilseed Cakes, Other",2598,Domestic_supply,15659
1997,Malaysia,131,"Cereals, Other",2520,Production,0
2005,Barbados,14,Tea (including mate),2635,Export,3
2002,Cambodia,115,Olives (including preserved),2563,Import,10
1984,Tunisia,222,Rubber,2672,Export,0
1990,Burkina Faso,233,Potatoes and products,2531,Processing,0
1964,Mali,133,Coffee and products,2630,Stock_variation,-150
1997,Viet Nam,237,"Fish, Liver Oil",2782,Production,0
1977,Israel,105,"Vegetables, Other",2605,Feed,97.7762857822117
1980,United Kingdom,229,Cottonseed Oil,2575,Stock_variation,0
1995,Samoa,244,Mutton & Goat Meat,2732,Import,3800
1977,Nigeria,159,"Vegetables, Other",2605,Export,0
1970,Guinea,90,Copra Cake,2596,Export,0
2012,Benin,53,Groundnut Oil,2572,Feed,0
1983,United Arab Emirates,225,Cotton lint,2661,Export,0
2000,Russian Federation,185,Jute-Like Fibres,2663,Stock_variation,0
1971,Finland,67,"Oilseed Cakes, Other",2598,Domestic_supply,2891
1962,Cameroon,32,"Pulses, Other and products",2549,Production,8500
2006,Morocco,143,Coconut Oil,2578,Seed,0
2005,Croatia,98,Oats,2516,Import,942
1978,Cameroon,32,Poultry Meat,2734,Feed,0
2017,Honduras,95,Tomatoes and products,2601,Seed,0
2007,RoW,999,Demersal Fish,2762,Domestic_supply,87107.5
2018,Denmark,54,Sesame seed,2561,Stock_variation,0
2012,Tanzania,215,Wine,2655,Processing,0
2007,Viet Nam,237,DDGS,2101,Domestic_supply,164961.3
2010,Yemen,249,"Sweeteners, Other",2543,Processing,0
2017,Mozambique,144,Wine,2655,Other_uses,0
1967,Malaysia,131,Freshwater Fish,2761,Domestic_supply,6105.5
1974,Cambodia,115,Nuts and products,2551,Stock_variation,0
1997,El Salvador,60,Soyabean Cake,2590,Food,0
1972,Israel,105,Crustaceans,2765,Other_uses,0
1961,Romania,183,Olives (including preserved),2563,Processing,0
2000,Angola,7,Palm kernels,2562,Seed,0
1981,Norway,162,Crustaceans,2765,Domestic_supply,23228.5
1981,Chile,40,Milk - Excluding Butter,2848,Other_uses,0
1988,Bulgaria,27,Sugar beet,2537,Export,190.5
2014,Indonesia,101,Barley and products,2513,Import,114000
1971,Brunei Darussalam,26,Bananas,2615,Export,0
1967,Kiribati,83,Coconuts - Incl Copra,2560,Export,73239.5
1963,United States of America,231,"Roots, Other",2534,Domestic_supply,13119.5
2009,Sweden,210,DDGS Barley,2102,Feed,17876.88
1997,Netherlands Antilles,151,Coconuts - Incl Copra,2560,Production,0
1989,Czechoslovakia,51,Coffee and products,2630,Export,31
1982,Bahrain,13,Mutton & Goat Meat,2732,Processing,0
2001,Suriname,207,Bovine Meat,2731,Export,0
2000,Australia,10,Freshwater Fish,2761,Production,16122.5
1982,France,68,DDGS Barley,2102,Processing,0
1962,Uganda,226,"Offals, Edible",2736,Food,13213
2012,Estonia,63,Tea (including mate),2635,Domestic_supply,755
1977,Puerto Rico,177,"Sweeteners, Other",2543,Production,18606.2942806463
1985,Morocco,143,"Oilcrops, Other",2570,Domestic_supply,169
2001,Saint Lucia,189,Olive Oil,2580,Other_uses,0
1986,USSR,228,"Lemons, Limes and products",2612,Export,0
2020,Jordan,112,Sweet potatoes,2533,Seed,0
1976,Mauritania,136,Milk - Excluding Butter,2848,Processing,0
1963,Tanzania,215,"Fats, Animals, Raw",2737,Seed,0
2019,Ireland,104,Maize Germ Oil,2582,Feed,0
1976,Malawi,130,Mutton & Goat Meat,2732,Seed,0
1971,Costa Rica,48,"Oilcrops Oil, Other",2586,Food,0
2021,Turkey,223,Oats,2516,Stock_variation,34000
2008,Mauritania,136,"Cereals, Other",2520,Production,0
2004,Croatia,98,Fodder mix,2003,Feed,127112.726249897
2019,El Salvador,60,"Oranges, Mandarines",2611,Seed,0
1963,Niger,158,"Butter, Ghee",2740,Seed,0
2015,Argentina,9,Tobacco,2671,Domestic_supply,73119.32
1963,Venezuela,236,Nuts and products,2551,Export,0
2004,Saudi Arabia,194,Silk,2747,Import,243
1980,Pakistan,165,Cottonseed Cake,2594,Import,104
2001,Samoa,244,Coconut Oil,2578,Food,800
1989,Colombia,44,"Fats, Animals, Raw",2737,Other_uses,55482.7160250817
1993,Cameroon,32,Molasses,2544,Production,22050
1962,Madagascar,129,Freshwater Fish,2761,Production,27000
1996,North Korea,116,Rape and Mustard Oil,2574,Domestic_supply,1230
1963,Uganda,226,Groundnut Cake,2591,Processing,0
1979,Ecuador,58,Plantains,2616,Export,0
1991,RoW,999,Cottonseed Cake,2594,Feed,938
1997,Brazil,21,Apples and products,2617,Feed,0
1979,Turkey,223,Olives (including preserved),2563,Domestic_supply,424785
2017,Spain,203,"Fish, Body Oil",2781,Other_uses,37460
1981,Guyana,91,Rice and products,2807,Stock_variation,16727
2009,Solomon Islands,25,"Alcohol, Non-Food",2659,Seed,0
2020,Barbados,14,"Marine Fish, Other",2764,Domestic_supply,2400
2020,Mauritius,137,Cocoa Beans and products,2633,Feed,0
2006,Honduras,95,"Oilcrops Oil, Other",2586,Domestic_supply,7064.5
2012,DR Congo,250,Palm kernels,2562,Domestic_supply,59893.4
2008,Germany,79,Olive Oil,2580,Production,0
1999,Bolivia,19,Soyabean Cake,2590,Seed,0
1985,Nigeria,159,Palmkernel Oil,2576,Processing,0
1976,Turkey,223,Pimento,2641,Production,11000
1980,French Polynesia,70,Groundnut Oil,2572,Feed,0
1990,Uganda,226,"Oilcrops, Other",2570,Other_uses,0
1984,Benin,53,"Oil, palm fruit",254,Stock_variation,0
1972,Saudi Arabia,194,Firewood,2107,Processing,0
1969,Thailand,216,Pimento,2641,Processing,0
1974,Papua New Guinea,168,Milk - Excluding Butter,2848,Processing,0
2015,Slovenia,198,Eggs,2744,Stock_variation,-581
1978,Ivory Coast,107,Freshwater Fish,2761,Seed,0
1966,Rwanda,184,Other crop residues,2106,Import,0
1973,Burkina Faso,233,Hides and skins,2748,Food,0
1993,Italy,106,Grapefruit and products,2613,Production,6540
2005,Turkmenistan,213,Fodder cereal and grasses,2000,Production,1260000
1985,DR Congo,250,Hides and skins,2748,Seed,0
1999,Rwanda,184,Potatoes and products,2531,Production,175889
2011,Honduras,95,Millet and products,2517,Food,0
2008,Zambia,251,"Lemons, Limes and products",2612,Domestic_supply,59.5
2002,Honduras,95,"Butter, Ghee",2740,Production,5840
1986,Finland,67,Groundnuts,2552,Stock_variation,0
2019,Israel,105,"Lemons, Limes and products",2612,Import,0
1993,Portugal,174,Rice and products,2807,Production,69000
2004,Cameroon,32,Seed cotton,328,Food,0
1989,Germany,79,Poultry Meat,2734,Production,566400
2021,Lesotho,122,"Fruits, Other",2625,Seed,0
1994,Benin,53,Coconuts - Incl Copra,2560,Export,40.5
2014,Indonesia,101,"Fish, Liver Oil",2782,Food,2530
2006,Botswana,20,Mutton & Goat Meat,2732,Domestic_supply,7753
1991,Guinea-Bissau,175,"Beverages, Alcoholic",2658,Export,0
2015,Uruguay,234,Honey,2745,Stock_variation,-5807
1999,Sudan,206,"Offals, Edible",2736,Domestic_supply,151929
2008,Thailand,216,Cocoa Beans and products,2633,Import,55061.5
2003,Guyana,91,Bovine Meat,2731,Processing,0
1969,Netherlands,150,"Fish, Liver Oil",2782,Domestic_supply,150
1993,Burkina Faso,233,"Fats, Animals, Raw",2737,Feed,0
2009,Saint Kitts and Nevis,188,"Marine Fish, Other",2764,Export,12.5
1977,Tanzania,215,"Butter, Ghee",2740,Other_uses,0
1991,Chile,40,Hemp,776,Import,0
1984,Samoa,244,Eggs,2744,Stock_variation,85
1998,Antigua and Barbuda,8,Beer,2656,Other_uses,25
2017,Austria,11,Maize and products,2514,Seed,9265.66757493188
2010,Libya,124,Palmkernel Oil,2576,Seed,0
1989,French Polynesia,70,"Roots, Other",2534,Import,0
1964,Afghanistan,2,Straw,2105,Production,8106390.32085112
1991,Algeria,4,"Sweeteners, Other",2543,Processing,0
1994,Czech Republic,167,Coconut Oil,2578,Other_uses,2838.5
2010,Algeria,4,"Beverages, Fermented",2657,Seed,0
1968,Bulgaria,27,Soyabean Cake,2590,Feed,19094
1967,Puerto Rico,177,Pineapples and products,2618,Feed,0
1988,Jordan,112,Straw,2105,Production,215722.977479071
2001,Lithuania,126,"Beverages, Alcoholic",2658,Import,3215.5
1964,French Polynesia,70,Mutton & Goat Meat,2732,Production,68.1
1976,Cambodia,115,"Beverages, Alcoholic",2658,Export,0
2009,Brunei Darussalam,26,Rice and products,2807,Feed,10871.0839447452
2018,DR Congo,250,Oats,2516,Stock_variation,0
2019,Bahrain,13,Soyabean Oil,2571,Other_uses,0
1991,Romania,183,Cottonseed,2559,Import,0
1980,Iraq,103,"Spices, Other",2645,Seed,0
2018,Mozambique,144,Brans,2111,Feed,210
2019,Ivory Coast,107,Potatoes and products,2531,Domestic_supply,15000
2015,Uganda,226,Aquatic Plants,2775,Food,0
1989,Israel,105,Rice and products,2807,Food,50766
2016,Grenada,86,"Fruits, Other",2625,Export,1000
1987,Somalia,201,Cassava and products,2532,Food,42200
2018,RoW,999,"Butter, Ghee",2740,Production,20546.6497625953
2002,Central African Republic,37,Barley and products,2513,Domestic_supply,2907
1986,Venezuela,236,"Oil, palm fruit",254,Import,0
1999,Croatia,98,Demersal Fish,2762,Stock_variation,-0.5
2005,Sudan,206,Hides and skins,2748,Production,150069
2014,Philippines,171,"Beverages, Fermented",2657,Stock_variation,0
2012,Rwanda,184,"Oilcrops Oil, Other",2586,Import,17000
2021,Albania,3,Tobacco,2671,Other_uses,4994.2
1970,South Korea,117,Palm Oil,2577,Export,0
1998,South Africa,202,Sesameseed Oil,2579,Stock_variation,0
2007,Jordan,112,Freshwater Fish,2761,Domestic_supply,954.5
1963,Belize,23,Milk - Excluding Butter,2848,Feed,0
2003,South Korea,117,Sorghum and products,2518,Food,0
1979,Bangladesh,16,Sesameseed Cake,2597,Production,25731
1967,Peru,170,Tomatoes and products,2601,Domestic_supply,64921.5
1999,Albania,3,Onions,2602,Stock_variation,0
2006,Tunisia,222,Cottonseed,2559,Seed,120
1986,Liberia,123,Palm Oil,2577,Feed,0
2002,Guinea,90,Hides and skins,2748,Feed,0
1963,Sao Tome and Principe,193,Rice and products,2807,Production,0
1995,India,100,"Alcohol, Non-Food",2659,Feed,0
2013,Indonesia,101,"Meat, Other",2735,Domestic_supply,3000
1987,Japan,110,Sesame seed,2561,Food,35349.3249912254
1976,Niger,158,Barley and products,2513,Production,0
2004,Nigeria,159,Soyabean Cake,2590,Production,11200
2013,French Polynesia,70,Pineapples and products,2618,Import,7.33333333333333
2011,Paraguay,169,Dates,2619,Other_uses,0
2019,Morocco,143,"Spices, Other",2645,Domestic_supply,39000
2010,Saudi Arabia,194,"Offals, Edible",2736,Processing,0
2004,Armenia,1,Grapes and products (excl wine),2620,Food,35924.154759839
1989,Peru,170,Cottonseed,2559,Other_uses,0
2006,South Korea,117,Pepper,2640,Food,4214
2015,Nigeria,159,"Fats, Animals, Raw",2737,Import,41000
2014,Czech Republic,167,Pigmeat,2733,Export,103000
1973,Ecuador,58,"Aquatic Animals, Others",2769,Export,0
2005,Tanzania,215,"Oilcrops Oil, Other",2586,Feed,0
2017,Kenya,114,Tea (including mate),2635,Feed,0
2000,Nepal,149,Soy hulls,2103,Food,0
1974,Nepal,149,Soyabean Cake,2590,Food,0
1977,Panama,166,Coconuts,248,Processing,0
1988,Botswana,20,Maize and products,2514,Other_uses,0
1993,Tanzania,215,Sesame seed,2561,Import,0
1972,Guinea,90,Cassava and products,2532,Import,0
1970,Denmark,54,"Citrus, Other",2614,Import,43
2017,Mexico,138,Fodder mix,2003,Food,0
1973,Cyprus,50,"Meat, Other",2735,Seed,0
1961,Libya,124,Wool (Clean Eq.),2746,Feed,0
1976,Hungary,97,"Marine Fish, Other",2764,Feed,0
2021,Greece,84,Olive Oil,2580,Seed,0
1979,Sri Lanka,38,Firewood,2107,Seed,0
1975,Hungary,97,Tobacco,2671,Other_uses,24834
1991,Australia,10,Cephalopods,2766,Production,1846
1962,Dominican Republic,56,Yams,2535,Processing,0
2008,Afghanistan,2,Nuts and products,2551,Food,42019.5
1967,Thailand,216,Grapes and products (excl wine),2620,Domestic_supply,878
2010,Singapore,200,Other crop residues,2106,Seed,0
1990,Ivory Coast,107,"Oilcrops Oil, Other",2586,Stock_variation,-3507
1981,Brazil,21,Sisal,2665,Production,239203
1966,Austria,11,Apples and products,2617,Import,55126.5
1986,Thailand,216,Jute-Like Fibres,2663,Production,226311
1984,Ecuador,58,Beer,2656,Stock_variation,0
1980,Spain,203,Pigmeat,2733,Other_uses,0
1994,Lao,120,"Offals, Edible",2736,Production,7901.66
1965,Cyprus,50,"Vegetables, Other",2605,Processing,0
1961,Kuwait,118,"Vegetables, Other",2605,Production,3000
1969,Cameroon,32,Coconuts - Incl Copra,2560,Seed,0
1974,Mali,133,Dates,2619,Seed,0
1986,Afghanistan,2,Sugar cane,2536,Seed,0
2018,Mozambique,144,Nuts and products,2551,Export,38000
1975,Dominica,55,Sweet potatoes,2533,Food,235.294117647059
1966,Austria,11,"Lemons, Limes and products",2612,Seed,0
1997,Myanmar,28,Nuts and products,2551,Seed,0
1995,Hungary,97,Maize and products,2514,Import,4021
1977,United Kingdom,229,"Fats, Animals, Raw",2737,Stock_variation,97740.5730134051
2003,Somalia,201,Milk - Excluding Butter,2848,Seed,0
1996,Brunei Darussalam,26,Palmkernel Oil,2576,Other_uses,5
1995,Finland,67,Potatoes and products,2531,Food,341046.5
1971,United States of America,231,Barley and products,2513,Export,1159947
2002,Saint Kitts and Nevis,188,"Citrus, Other",2614,Food,8
1967,Costa Rica,48,Tobacco,2671,Import,119
1961,"China, Hong Kong SAR",96,"Beverages, Fermented",2657,Stock_variation,0
2005,French Polynesia,70,Firewood,2107,Domestic_supply,45055.8943503106
2008,Samoa,244,"Butter, Ghee",2740,Processing,0
2019,Vanuatu,155,Wheat and products,2511,Processing,0
1990,Jamaica,109,Palmkernel Oil,2576,Processing,0
2009,Israel,105,Cottonseed,2559,Export,144
2016,Uzbekistan,235,"Beverages, Alcoholic",2658,Feed,0
2017,Argentina,9,Palm kernels,2562,Other_uses,20.72
2016,Ethiopia,238,Soyabeans,2555,Processing,0
2015,Slovakia,199,Molasses,2544,Food,0
2017,Panama,166,Demersal Fish,2762,Production,1600
1994,Thailand,216,Poultry Meat,2734,Processing,0
1962,Switzerland,211,Apples and products,2617,Processing,109988.127604749
2011,Netherlands,150,"Roots, Other",2534,Food,0
2002,Sao Tome and Principe,193,Demersal Fish,2762,Import,0
1987,Saint Kitts and Nevis,188,"Sweeteners, Other",2543,Processing,0
1996,Switzerland,211,Demersal Fish,2762,Production,0
1999,"China, mainland",41,Cottonseed Oil,2575,Other_uses,235000
1995,Belgium-Luxembourg,15,Tomatoes and products,2601,Domestic_supply,306208.5
2021,Lithuania,126,Molasses,2544,Stock_variation,0
1982,French Polynesia,70,"Fats, Animals, Raw",2737,Seed,0
2006,Jordan,112,Maize Germ Oil,2582,Production,0
1995,Cameroon,32,Coconuts - Incl Copra,2560,Feed,0
2018,Canada,33,Rice and products,2807,Other_uses,36061.0169491525
1993,Australia,10,Sugar cane,2536,Domestic_supply,27959000
2019,Burkina Faso,233,"Beverages, Alcoholic",2658,Seed,0
1973,New Zealand,156,Coconut Oil,2578,Feed,0
2009,Cyprus,50,"Beverages, Alcoholic",2658,Feed,0
1992,Malaysia,131,Molasses,2544,Stock_variation,0
1978,Mongolia,141,DDGS Barley,2102,Domestic_supply,516.32
1999,Ukraine,230,Rice and products,2807,Processing,0
1972,Yugoslav SFR,248,Tobacco,2671,Stock_variation,0
2020,United Arab Emirates,225,Honey,2745,Export,2000
1982,North Korea,116,Jute,2662,Feed,0
1981,Qatar,179,Dates,2619,Processing,0
2012,"China, mainland",41,"Beverages, Fermented",2657,Feed,0
1974,Somalia,201,Cottonseed Oil,2575,Food,105.734739723219
2000,Angola,7,"Fruits, Other",2625,Feed,0
2010,Netherlands,150,Sugar cane,2536,Other_uses,0
2016,France,68,"Fruits, Other",2625,Production,1397238.5
1968,Portugal,174,Soyabean Cake,2590,Food,0
1971,Kenya,114,Millet and products,2517,Feed,12294.7830250358
2019,Norway,162,Soyabeans,2555,Other_uses,0
1980,Portugal,174,"Alcohol, Non-Food",2659,Processing,0
1996,Kenya,114,"Oilcrops, Other",2570,Production,37471.35
2017,Vanuatu,155,Freshwater Fish,2761,Stock_variation,0
2000,Philippines,171,Barley and products,2513,Production,0
2007,Ukraine,230,Soyabean Oil,2571,Import,49.5
1987,Italy,106,Milk - Excluding Butter,2848,Feed,2597532.27657209
2006,Iraq,103,Cottonseed Oil,2575,Export,0
2011,Austria,11,Hides and skins,2748,Seed,0
1961,Finland,67,Barley and products,2513,Production,365161
2018,Somalia,201,"Pulses, Other and products",2549,Domestic_supply,18000
1999,Dominican Republic,56,Grapefruit and products,2613,Domestic_supply,6880
2012,Zambia,251,Palmkernel Cake,2595,Seed,0
2015,Slovenia,198,Brans,2111,Processing,0
1985,Guyana,91,Hides and skins,2748,Domestic_supply,471
1981,Norway,162,Pepper,2640,Domestic_supply,134
2007,Kiribati,83,"Marine Fish, Other",2764,Food,65
1998,Indonesia,101,"Oilcrops Oil, Other",2586,Feed,0
1974,Grenada,86,"Lemons, Limes and products",2612,Seed,0
2011,Oman,221,Beer,2656,Seed,0
2021,Belgium,255,Sesame seed,2561,Food,0
2006,Saint Vincent and the Grenadines,191,Soyabean Oil,2571,Food,397.408945686901
1977,Brunei Darussalam,26,Barley and products,2513,Feed,0
1994,North Korea,116,"Oranges, Mandarines",2611,Feed,0
1996,Nigeria,159,Olive Oil,2580,Food,10
1996,French Polynesia,70,Pineapples and products,2618,Feed,0
2003,Somalia,201,Bovine Meat,2731,Seed,0
1977,Burundi,29,Other crop residues,2106,Processing,0
1972,Egypt,59,"Spices, Other",2645,Stock_variation,-250
1991,Papua New Guinea,168,Hides and skins,2748,Other_uses,370.62
1990,Sudan,206,"Sweeteners, Other",2543,Food,8
2019,Spain,203,Sugar beet,2537,Processing,2712841.07485605
1988,Sudan,206,Yams,2535,Processing,0
2020,South Korea,117,DDGS,2101,Stock_variation,0
1963,Greece,84,Rubber,2672,Stock_variation,0
1989,United Arab Emirates,225,"Marine Fish, Other",2764,Stock_variation,0.5
2004,Czech Republic,167,Sesameseed Cake,2597,Feed,534
1987,Burkina Faso,233,Poultry Meat,2734,Production,16000
1979,Myanmar,28,Sugar beet,2537,Production,73000
2003,Puerto Rico,177,Beans,2546,Stock_variation,0
1996,Sierra Leone,197,Honey,2745,Import,0
1995,Ecuador,58,Cephalopods,2766,Feed,0
1981,Malaysia,131,DDGS Barley,2102,Import,0
1984,Greece,84,"Oilseed Cakes, Other",2598,Import,12919
1965,RoW,999,Maize and products,2514,Seed,4399.84385346401
1996,Philippines,171,Rye and products,2515,Export,0
1974,"China, mainland",41,Groundnut Cake,2591,Other_uses,61050
1965,Turkey,223,Beans,2546,Export,3863
2007,Singapore,200,Hides and skins,2748,Seed,0
1983,Greece,84,Sorghum and products,2518,Other_uses,0
2019,Algeria,4,Molasses,2544,Import,0
2012,Ireland,104,Palmkernel Oil,2576,Export,18.6666666666667
1983,Bangladesh,16,"Butter, Ghee",2740,Export,0
1991,Morocco,143,"Cereals, Other",2520,Production,14355
1984,South Korea,117,Rape and Mustardseed,2558,Other_uses,0
